,Name,BizID,City,State,Zip,ReviewID,Rating
0,Chisholm Trail Bar-B-Q,10192811,Lockhart,TX,78644,ip_10302946967,8
1,Chisholm Trail Bar-B-Q,10192811,Lockhart,TX,78644,ip_9355790545,10
2,Chisholm Trail Bar-B-Q,10192811,Lockhart,TX,78644,ip_10313848476,10
3,Kreuz Market,10192699,Lockhart,TX,78644,gayot_91032be1f6c1a46f4c64a8443c4ff150,
4,Black's Barbecue,10192700,Lockhart,TX,78644,mism_153833,8
5,Chisholm Trail Bar-B-Q,10192811,Lockhart,TX,78644,gayot_d466e3bf764ebfb17fbab076f6e1dc10,
6,Kreuz Market,10192699,Lockhart,TX,78644,ip_10303211111,8
7,Black's Barbecue,10192700,Lockhart,TX,78644,ip_10301171127,10
8,Black's Barbecue,10192700,Lockhart,TX,78644,ip_10301427703,4
9,Smitty's Market,34319141,Lockhart,TX,78644,gayot_36cdce7494dccff7d5d0d6eb47ed4c38,
10,Smitty's Market,34319141,Lockhart,TX,78644,ip_10303211109,8
11,Black's Barbecue,10192700,Lockhart,TX,78644,gayot_59a9424c03d50d4b980010969e933634,
50,Chili's Grill & Bar,42016968,Cordova,TN,38016,judy_-1600948853,10
51,Chili's Grill & Bar,42016968,Cordova,TN,38016,judy_404371482,8
52,Chili's Grill & Bar,42016968,Cordova,TN,38016,judy_927929928,8
53,Corky's Bar-B-Q,9434518,Cordova,TN,38016,ip_10306478300,10
54,Corky's Bar-B-Q,9434518,Cordova,TN,38016,ip_10308780415,2
55,The BBQ Shop,9444279,Memphis,TN,38104,ip_10301036181,10
56,The BBQ Shop,9444279,Memphis,TN,38104,ip_9332560545,8
57,Charlie Vergos' Rendezvous,9441052,Memphis,TN,38103,ip_10300192143,10
58,Charlie Vergos' Rendezvous,9441052,Memphis,TN,38103,ip_10300303198,10
59,Charlie Vergos' Rendezvous,9441052,Memphis,TN,38103,ip_10300304595,10
60,Charlie Vergos' Rendezvous,9441052,Memphis,TN,38103,ip_10304850031,10
61,Corky's Bar-B-Q,9434518,Cordova,TN,38016,ip_10300644978,8
62,Central BBQ,35764012,Memphis,TN,38104,ip_5531100545,10
63,Central BBQ,35764012,Memphis,TN,38104,ip_9332650545,6
64,Blue City Cafe,9441069,Memphis,TN,38103,mism_132564,8
65,Blue City Cafe,9441069,Memphis,TN,38103,mism_151951,6
66,Buffalo Wild Wings,44309416,Memphis,TN,38125,mism_64967,2
67,Tops Bar-B-Q,9453286,Memphis,TN,38115,ip_5232240545,10
68,D'bo's Buffalo Wings-N-Things,9470720,Memphis,TN,38134,ip_10300421191,8
69,Charlie Vergos' Rendezvous,9441052,Memphis,TN,38103,judy_923121568,6
70,Texas de Brazil,37474718,Memphis,TN,38103,kidscore_82922,
71,Texas de Brazil,37474718,Memphis,TN,38103,mism_124931,10
72,Butcher Shop Steakhouse,9434529,Cordova,TN,38018,gayot_847cb954fb5c877283f54eb3a25ba9cc,
73,Marlowe's Ribs & Restaurant,9456256,Memphis,TN,38116,mism_82434,8
74,Texas de Brazil,37474718,Memphis,TN,38103,gayot_9fe520bb029b41d3101aba1c639769c4,
75,Neely's Bar-B-Que Restaurant,9446000,Memphis,TN,38105,mism_81684,6
76,Neely's Bar-B-Que Restaurant,9446000,Memphis,TN,38105,mism_92309,6
77,Jim 'N Nick's Bar-B-Q,45369194,Cordova,TN,38016,ip_10305253274,2
78,Big Bill Bbq,606953620,Memphis,TN,38128,ip_10305156799,8
79,Corky's Bar-B-Q,9434518,Cordova,TN,38016,mism_137130,2
80,Tops Bar-B-Q,9452152,Memphis,TN,38114,ip_5736120545,10
81,Blue City Cafe,9441069,Memphis,TN,38103,ip_10300197471,8
82,Blue City Cafe,9441069,Memphis,TN,38103,ip_10300195751,8
83,Blue City Cafe,9441069,Memphis,TN,38103,ip_10300462631,10
84,Blue City Cafe,9441069,Memphis,TN,38103,ip_10300468622,10
85,Corky's,9461809,Memphis,TN,38119,gayot_4862c43ce3c5dae3477a596cdb25249b,
86,Texas de Brazil,37474718,Memphis,TN,38103,judy_-409678500,8
87,Texas de Brazil,37474718,Memphis,TN,38103,judy_1015128637,2
88,Texas de Brazil,37474718,Memphis,TN,38103,judy_854256441,10
89,Cozy Corner Restaurant,9446009,Memphis,TN,38105,ip_10137280545,6
90,Cozy Corner Restaurant,9446009,Memphis,TN,38105,ip_10303265463,8
91,Central BBQ,35764012,Memphis,TN,38104,gayot_498893054d1445855bc75c47a20e3e72,
92,Texas de Brazil,37474718,Memphis,TN,38103,ip_10299958359,10
93,Texas de Brazil,37474718,Memphis,TN,38103,ip_10300196625,8
94,Texas de Brazil,37474718,Memphis,TN,38103,ip_10300197527,10
95,Texas de Brazil,37474718,Memphis,TN,38103,ip_10300198812,10
96,Cozy Corner Restaurant,9446009,Memphis,TN,38105,gayot_a6006b17a1d6ea07f73adeadd964c5ff,
97,Neely's Bar-B-Que Restaurant,9446000,Memphis,TN,38105,gayot_f72d6829c77638b2add9554cb4e54f03,
98,Logan's Roadhouse,9468781,Memphis,TN,38133,judy_1844576688,8
100,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_-1124289587,10
101,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_-1464608506,10
102,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_-1403620065,10
103,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_-1487576111,10
104,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_1187166620,10
105,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_-163779279,10
106,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_376750683,10
107,Arthur Bryant's Barbeque,5850016,,,,ip_10300607732,6
108,Arthur Bryant's Barbeque,5850016,,,,ip_10301165366,8
109,Arthur Bryant's Barbeque,5850016,,,,ip_10301178985,10
110,Arthur Bryant's Barbeque,5850016,,,,ip_10301186323,8
111,Lc's Bar Bq,651799610,Kansas City,MO,64129,judy_-1627192248,6
112,Lc's Bar Bq,651799610,Kansas City,MO,64129,judy_1377059112,8
113,Wingstop,41023704,Kansas City,MO,64117,ip_8994340545,10
114,Smokehouse Barbecue,606174870,Kansas City,MO,64153,ip_10300227731,8
115,Smokehouse Barbecue,606174870,Kansas City,MO,64153,ip_10301429703,10
116,Smokehouse Barbecue,606174870,Kansas City,MO,64153,ip_10305269370,10
117,Smokehouse Barbecue,606174870,Kansas City,MO,64153,ip_10300825615,6
118,Smokehouse Barbecue,606174870,Kansas City,MO,64153,ip_10302386638,8
119,Texas Toms,5840801,Kansas City,MO,64123,ip_10300362315,6
120,Texas Toms,5840801,Kansas City,MO,64123,ip_10300576079,8
121,Smokebox Barbeque,618059584,Kansas City,MO,64155,ip_10300634518,10
122,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,mism_105661,2
123,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,mism_138423,2
124,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,mism_67596,10
125,Gates Bar-B-Q-Emanuel Cleaver,44259440,Kansas City,MO,64110,ip_10300802757,10
126,Gates Bar-B-Q-Emanuel Cleaver,44259440,Kansas City,MO,64110,ip_10301033678,10
127,Gates Bar-B-Q-Emanuel Cleaver,44259440,Kansas City,MO,64110,ip_10302873939,2
128,Gates & Sons Bar-B-Q,5841286,Kansas City,MO,64127,ip_10300272710,6
129,Gates & Sons Bar-B-Q,5841286,Kansas City,MO,64127,ip_10301033668,10
130,Danny Edwards Famous Kc Bbq,601767753,Kansas City,MO,64108,ip_10300757854,8
131,Fiorella's Jack Stack Barbeque,34853236,Kansas City,MO,64108,mism_1310,10
132,Fiorella's Jack Stack Barbeque,34853236,Kansas City,MO,64108,mism_49490,10
133,Fiorella's Jack Stack Barbeque,34853236,Kansas City,MO,64108,mism_78645,10
134,Fiorella's Jack Stack Barbeque,34853236,Kansas City,MO,64108,mism_96593,10
135,Fiorella's Jack Stack Bbq,45384639,Kansas City,MO,64112,mism_145328,8
136,Fiorella's Jack Stack Bbq,45384639,Kansas City,MO,64112,mism_97472,10
137,Lil' Jake's Eat It & Beat It,5826566,Kansas City,MO,64106,judy_48890307,10
138,Lil' Jake's Eat It & Beat It,5826566,Kansas City,MO,64106,judy_776956918,8
139,Chili's Grill & Bar,34862714,Kansas City,MO,64157,ip_10304278382,6
140,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_-2012738862,4
141,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_-963093690,10
142,Arthur Bryant's Barbeque,5841532,Kansas City,MO,64127,judy_746070827,10
143,B B's Lawnside Bar-B-Que,11358228,Kansas City,MO,64131,ip_10300253115,8
144,B B's Lawnside Bar-B-Que,11358228,Kansas City,MO,64131,ip_10306457677,8
145,B B's Lawnside Bar-B-Que,11358228,Kansas City,MO,64131,ip_10300629238,8
146,Gates & Sons Bar-B-Q,5841286,Kansas City,MO,64127,judy_-1249442645,8
147,Gates & Sons Bar-B-Q,5841286,Kansas City,MO,64127,judy_-1939818467,8
148,Gates & Sons Bar-B-Q,5841286,Kansas City,MO,64127,judy_-270456894,10
150,Speedy's Bbq Inc,6132003,Lexington,NC,27295,ip_10300688889,10
151,Speedy's Bbq Inc,6132003,Lexington,NC,27295,ip_10301159556,8
152,Speedy's Bbq Inc,6132003,Lexington,NC,27295,ip_10300647007,10
153,Speedy's Bbq Inc,6132003,Lexington,NC,27295,ip_10301146948,8
154,Speedy's Bbq Inc,6132003,Lexington,NC,27295,ip_10302174553,8
155,Barbecue Center,6122575,Lexington,NC,27292,ip_10299838703,8
156,Barbecue Center,6122575,Lexington,NC,27292,ip_10300166974,10
157,Barbecue Center,6122575,Lexington,NC,27292,ip_10300655206,8
158,Barbecue Center,6122575,Lexington,NC,27292,ip_10301146236,10
159,Barbecue Center,6122575,Lexington,NC,27292,ip_5581930545,10
160,Smokey Joe's Barbecue,6122600,Lexington,NC,27292,ip_10300088416,2
161,Smokey Joe's Barbecue,6122600,Lexington,NC,27292,ip_10300822107,10
162,Smokey Joe's Barbecue,6122600,Lexington,NC,27292,ip_10302174551,8
163,Smokey Joe's Barbecue,6122600,Lexington,NC,27292,ip_5343050545,10
164,Lexington Barbecue,6123995,Lexington,NC,27295,ip_10300822547,10
165,Lexington Barbecue,6123995,Lexington,NC,27295,ip_10300828460,10
166,Lexington Barbecue,6123995,Lexington,NC,27295,ip_10304273831,10
167,Speedy Lohr's Bbq Of Arcadia,32235189,Lexington,NC,27295,ip_10302551522,8
168,Speedy Lohr's Bbq Of Arcadia,32235189,Lexington,NC,27295,ip_5512290545,8
169,Back Country Barbeque,6124668,Lexington,NC,27292,ip_10300822555,4
170,Back Country Barbeque,6124668,Lexington,NC,27292,ip_10300828476,8
171,Stamey's Barbecue Of Tyro,6124001,Lexington,NC,27295,ip_10300822135,10
172,Cook's Barbecue,6122601,Lexington,NC,27292,ip_10300660015,8
173,Jimmy's Barbecue,6122591,Lexington,NC,27292,ip_10300658697,6
174,Jimmy's Barbecue,6122591,Lexington,NC,27292,ip_10302535599,8
175,Lexington Barbecue,6123995,Lexington,NC,27295,judy_1615008421,10
176,Barbecue Center,6122575,Lexington,NC,27292,judy_36925439,8
177,Barbecue Center,6122575,Lexington,NC,27292,judy_551511948,10
178,Lexington Barbecue,6123995,Lexington,NC,27295,mism_157207,10
200,Ruby's BBQ,10212860,Austin,TX,78705,ip_9097900545,10
201,Ruby's BBQ,10212860,Austin,TX,78705,ip_10303216539,10
202,Artz Rib House,10210737,Austin,TX,78704,ip_10300387870,8
203,Artz Rib House,10210737,Austin,TX,78704,ip_10303228300,10
204,Artz Rib House,10210737,Austin,TX,78704,ip_10303259985,6
205,Artz Rib House,10210737,Austin,TX,78704,ip_10304986870,2
206,Artz Rib House,10210737,Austin,TX,78704,ip_10305318826,4
207,Iron Works Barbeque,10202578,Austin,TX,78701,ip_10301181411,10
208,Iron Works Barbeque,10202578,Austin,TX,78701,ip_10300783999,8
209,Iron Works Barbeque,10202578,Austin,TX,78701,ip_10303216279,8
210,Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_10299504525,8
211,Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_10299554476,4
212,Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_5719850545,10
213,Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_8039950545,10
214,The County Line on the Lake,10219296,Austin,TX,78731,gayot_dc574a762c15b995334cd59a9d8c5e63,
215,Din Ho Chinese BBQ,10239834,Austin,TX,78758,mism_54383,6
216,Din Ho Chinese BBQ,10239834,Austin,TX,78758,mism_73717,10
217,Pok-E-Jo's Smokehouse,10217125,Austin,TX,78727,mism_54443,8
218,Pok-E-Jo's Smokehouse,10217125,Austin,TX,78727,mism_74727,10
219,MD Pluckers Wing Factory & Grill,45084449,Austin,TX,78704,ip_10303192431,10
220,MD Pluckers Wing Factory & Grill,45084449,Austin,TX,78704,ip_10300387750,8
221,MD Pluckers Wing Factory & Grill,45084449,Austin,TX,78704,ip_10311890195,2
222,Scholz Garden,10202506,Austin,TX,78701,judy_1034913655,6
223,Green Mesquite,10210778,Austin,TX,78704,ip_10300637380,8
224,Green Mesquite,10210778,Austin,TX,78704,ip_10303131428,8
225,Green Mesquite,10210778,Austin,TX,78704,ip_10303181819,8
226,Green Mesquite,10210778,Austin,TX,78704,ip_10303210821,6
227,Pok-E-Jo's Smokehouse,10217125,Austin,TX,78727,ip_10304192670,8
228,Stallion Grill,43173852,Austin,TX,78751,mism_155672,10
229,Uncle Billy's,45673571,Austin,TX,78704,ip_10302396864,6
230,Uncle Billy's,45673571,Austin,TX,78704,ip_10309270985,2
231,The Pit Barbeque,10236470,Austin,TX,78756,ip_10303472842,6
232,Donn's BBQ,10216566,Austin,TX,78724,ip_10303199727,8
233,Rudy's BBQ,10241592,Austin,TX,78759,ip_10300385919,10
234,Bert's Bar-b Q,10219290,Austin,TX,78731,ip_10303181534,6
235,Mongolian Grill,10241782,Austin,TX,78759,mism_95248,10
236,Franklin Barbecue,605120182,Austin,TX,78702,kidscore_115806,
237,Stubb's Bar-B-Q Restaurant,11402743,Austin,TX,78701,judy_-2146888967,8
238,Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10302390204,8
239,Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10300640279,8
240,Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10303198016,8
241,Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10303199721,8
242,Chief's BBQ,44655315,Austin,TX,78745,ip_10303199878,10
243,Pluckers Wing Bar,602633573,Cedar Park,TX,78613,ip_10300391575,10
244,Pluckers Wing Bar,602633573,Cedar Park,TX,78613,ip_10301159578,6
245,Pok E Jo's,37377056,Austin,TX,78704,ip_10303181551,10
246,Cartwright Bar B Que,10222964,Austin,TX,78737,ip_10304177863,6
247,Mann's Smokehouse Bar-B-Q,10239857,Austin,TX,78758,ip_10299504530,8
248,The County Line on the Lake,10219296,Austin,TX,78731,judy_2084584077,8
250,Wing Zone,801509590,St Louis,MO,63104,grub_-1195351588,8
251,Buffalo Wild Wings,44236333,St. Louis,MO,63129,ip_10299830367,8
252,The Rib Shack,791421210,St. Louis,MO,63106,grub_-1877688636,
253,Pappy's Smoke House,601691963,St Louis,MO,63103,mism_114213,10
254,Joe Buck's,46252262,St Louis,MO,63102,ip_10300640172,8
300,Red Hot and Blue,9620106,Dallas,TX,75231,ip_10300423066,10
301,Red Hot and Blue,9620106,Dallas,TX,75231,ip_10301454584,8
302,Red Hot and Blue,9620106,Dallas,TX,75231,ip_10301464882,8
303,Red Hot and Blue,9620106,Dallas,TX,75231,ip_10303473107,10
304,Red Hot and Blue,9620106,Dallas,TX,75231,ip_5571610545,10
305,Dickey's Barbecue Pit,36529793,Dallas,TX,75270,ip_10302348382,8
306,Signature Sport Wings,45059663,Dallas,TX,75287,ip_10300412919,10
307,Signature Sport Wings,45059663,Dallas,TX,75287,ip_10302174104,8
308,Two Podners Bar-B-Q & Seafood,9599502,Dallas,TX,75216,ip_10302515782,8
309,Sonny Bryan's Steakhouse,9594151,Dallas,TX,75209,ip_10300269723,8
310,Sonny Bryan's Steakhouse,9594151,Dallas,TX,75209,ip_10301464928,6
311,Lockhart Smokehouse BBQ,672901080,Dallas,TX,75208,mism_145556,10
312,Lockhart Smokehouse BBQ,672901080,Dallas,TX,75208,mism_154940,8
313,Sam's Catering,36367171,Dallas,TX,75229,ip_10302873873,8
314,Ernie's Barbeque & Soul Food,43041603,Dallas,TX,75227,ip_10302396016,10
315,Smoke,603347352,Dallas,TX,75208,gayot_3570f30c299049a7e83dc2e1fd798e93,
316,Mama Faye's BBQ,756699740,Dallas,TX,75226,eat_24298,10
317,Mama Faye's BBQ,756699740,Dallas,TX,75226,eat_21529,6
318,Dickey's Barbecue Pit,9586774,Dallas,TX,75206,ip_10300274619,10
319,Dickey's Barbecue Pit,9586774,Dallas,TX,75206,ip_10302664380,10
320,Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-1005492128,8
321,Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-1246407623,10
322,Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-1726172616,2
323,Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-510011962,8
324,Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_549907316,2
325,Wingstop,45761728,Dallas,TX,75211,ip_10299468249,6
326,Wingstop,45761728,Dallas,TX,75211,ip_10300065107,2
327,Anderson's Barbeque Catering,9626663,Dallas,TX,75235,ip_10301045728,8
328,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10300297563,10
329,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10301037485,6
330,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10306467481,10
331,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10300269938,10
332,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10300348417,8
333,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10302180268,8
334,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10304261227,10
335,Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10309611456,8
336,Fat Matt's Hot Wings,613098930,Dallas,TX,75241,ip_10304958330,8
337,Texas de Brazil,9575816,Dallas,TX,75201,kidscore_93797,
338,Chili's Grill & Bar,46618634,Dallas,TX,75237,kidscore_94043,
339,Peggy Sue BBQ,9585577,Dallas,TX,75205,gayot_d5f9e470a79d975848684b94c5239899,
340,Wing Street,606998270,Dallas,TX,75254,ip_10304994493,8
341,Humperdinks Brewpub,9606639,Dallas,TX,75220,grub_-118223211,8
342,Chili's Grill & Bar,41790673,Dallas,TX,75211,ip_10300764067,8
343,Chili's Grill & Bar,41790673,Dallas,TX,75211,ip_10302446604,10
344,Two Podners Bar-B-Q & Seafood,656773040,Dallas,TX,75210,ip_10302311810,6
345,Big Al's Smokehouse,9626609,Dallas,TX,75235,ip_10303376358,8
346,Big Al's Smokehouse,9626609,Dallas,TX,75235,ip_10303376359,8
347,Colters BBQ & Grill,9632075,Dallas,TX,75240,ip_10300298720,8
348,Sonny Bryan's Steakhouse,9594151,Dallas,TX,75209,gayot_0ba6d5d10d241917a811952fdad7194c,
350,Martin's Barbeque Joint,697454930,Nolensville,TN,37135,gayot_882113d2b7510d6c997887481c0a0e72,
351,Fossie Bar-B-Que,9288745,Dickson,TN,37055,ip_10299483414,10
352,Chili's Grill & Bar,9306672,Murfreesboro,TN,37129,kidscore_82289,
353,J I Baldwin & Son Pit Barbecue,34115505,Springfield,TN,37172,mism_128506,10
354,Wing Zone,36731509,Murfreesboro,TN,37128,grub_84937537,2
355,Mary's Old Fashion Barbeque,9327298,Nashville,TN,37208,ip_10300695654,8
356,T J's Bar Bq & Fish,34115067,Nashville,TN,37208,ip_10300695665,8
357,Hearth & Grill Shop,9332434,Nashville,TN,37211,judy_-1372752043,2
358,Hearth & Grill Shop,9332434,Nashville,TN,37211,judy_1304772551,2
359,Center Point Barbecue,9296423,Hendersonville,TN,37075,judy_-1478389313,2
360,Hearth & Grill Shop,9332434,Nashville,TN,37211,judy_-733749078,6
361,Whitt's Barbecue,9323745,Nashville,TN,37205,ip_10300639660,8
362,Jim 'N Nick's Bar-B-Q,41573797,Nashville,TN,37209,gayot_81b9653ed94b93f95b54db6965dea542,
363,B.B. King's Blues Club,38461303,Nashville,TN,37201,ip_7733400545,10
364,Jack's Bar-B-Que,9326493,Nashville,TN,37207,ip_10300231869,8
365,Jack's Bar-B-Que,9326493,Nashville,TN,37207,ip_10300369578,6
366,Carl's Perfect Pig Barbque,9316134,White Bluff,TN,37187,judy_1608890014,10
367,Logan's Roadhouse,9318022,Nashville,TN,37203,mism_48807,6
368,Logan's Roadhouse,9318022,Nashville,TN,37203,mism_73531,2
369,Bleachers Sports Grill,9290823,Franklin,TN,37064,judy_181590157,8
370,Bleachers Sports Grill,9290823,Franklin,TN,37064,judy_-50091139,10
371,Bleachers Sports Grill,9290823,Franklin,TN,37064,judy_-521688380,10
372,Bleachers Sports Grill,9290823,Franklin,TN,37064,judy_-946391028,10
373,Bar-B-Cutie,9336293,Nashville,TN,37214,ip_10300695020,8
374,Jim 'N Nick's Bar-B-Q,47277701,Smyrna,TN,37129,ip_10300433188,6
375,Jim 'N Nick's Bar-B-Q,47277701,Smyrna,TN,37129,ip_10300663170,6
376,Jim 'N Nick's Bar-B-Q,47277701,Smyrna,TN,37129,ip_10303257894,10
377,Titan Fans Bar-B-Que,814243810,Nashville,TN,37218,ip_10300695693,10
378,Kirkenburt's Smokehouse Grill,45358854,Murfreesboro,TN,37128,grub_1944036420,10
379,Neely's Bar-B-Q,34131473,Nashville,TN,37228,ip_10299425479,8
380,Bob's Barbecue,9313458,Smyrna,TN,37167,judy_-59031264,8
381,Corky's Ribs & BBQ,9281966,Brentwood,TN,37027,ip_10300695648,8
382,Bleachers Sports Grill,9290823,Franklin,TN,37064,ip_10300404515,8
383,Bleachers Sports Grill,9290823,Franklin,TN,37064,ip_10301463156,8
384,Puleo's Grille,44284615,Murfreesboro,TN,37129,judy_-1884182477,10
385,B.B. King's Blues Club,38461303,Nashville,TN,37201,mism_73280,6
386,Jim 'N Nick's Bar-B-Q,44285592,Smyrna,TN,37167,ip_10300385125,10
387,Jim 'N Nick's Bar-B-Q,44285592,Smyrna,TN,37167,ip_10306688583,2
388,Whitt's Barbecue,9280601,Ashland City,TN,37015,ip_10300333387,10
389,B B's Barbeque,34133095,Franklin,TN,37064,judy_-1396971578,6
390,Logan's Roadhouse,36305746,Smyrna,TN,37167,ip_10299539998,6
391,Logan's Roadhouse,36305746,Smyrna,TN,37167,ip_10302359998,2
392,Logan's Roadhouse,36305746,Smyrna,TN,37167,ip_10299485836,8
393,Logan's Roadhouse,36305746,Smyrna,TN,37167,ip_10300266106,10
394,Calhoun's Restaurants,9324054,Nashville,TN,37205,ip_10300350866,6
395,Bar-B-Cutie,44282650,Murfreesboro,TN,37129,ip_10300663188,8
396,Neely's Bar-B-Q,34131473,Nashville,TN,37228,judy_708609741,8
397,Famous Dave's,9293395,Franklin,TN,37067,ip_10300708338,8
398,Stroud's Barbeque,9290837,Franklin,TN,37064,ip_10299546397,10
400,Fat Matt's Rib Shack,3015340,Atlanta,GA,30324,gayot_bd0bef1a934194cdb0d49d6c57eed945,
401,Buffalo Wild Wings - Lenox - (Atlanta),603294022,Atlanta,GA,30326,ip_10302938090,10
402,Mama Mia Pizza Downtown,713527900,Atlanta,GA,30303,grub_-1020072989,
403,Burger Joy BBQ Wings,622155350,Atlanta,GA,30312,grub_-634276627,10
404,Harold's Barbecue,3008888,Atlanta,GA,30315,gayot_cd1e8076dc80d18a33feed345da4eacc,
405,Rolling Bones Barbecue,39242395,Atlanta,GA,30312,ip_10300697852,8
406,Rolling Bones Barbecue,39242395,Atlanta,GA,30312,ip_10301161867,6
407,J B's Fish & Wings,40946548,Atlanta,GA,30310,ip_10303169554,6
408,American Wings & Seafood,3009012,Atlanta,GA,30315,ip_10303421674,8
409,Fox Bros Bar-B-Q,45671974,Atlanta,GA,30307,gayot_92efd4fecaa3d1415dd341c72a304154,
410,Daddy D'z,3007204,Atlanta,GA,30312,ip_10300236108,8
411,Daddy D'z,3007204,Atlanta,GA,30312,ip_10300267887,8
412,Daddy D'z,3007204,Atlanta,GA,30312,ip_10300431771,8
413,Daddy D'z,3007204,Atlanta,GA,30312,ip_5873280545,8
414,The Gravity Pub,3010357,Atlanta,GA,30316,ip_10300188064,10
415,The Gravity Pub,3010357,Atlanta,GA,30316,ip_10300597308,8
416,The Gravity Pub,3010357,Atlanta,GA,30316,ip_10301457246,10
417,Wing Ranch,3013503,Atlanta,GA,30319,ip_10300699810,2
418,Wing Ranch,3013503,Atlanta,GA,30319,ip_10301150344,6
419,Wing Ranch,3013503,Atlanta,GA,30319,ip_10301161881,6
420,Cafe Buffalo Wings,3006431,Atlanta,GA,30311,ip_10300211393,10
421,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,grub_1150314360,10
422,JoJo's Wings & Grill,33638530,Atlanta,GA,30350,ip_10303429283,6
423,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_10116,2
424,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_10492,2
425,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_10914,2
426,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_12311,10
427,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_12766,2
428,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_12935,10
429,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_13203,2
430,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_14477,2
431,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_15090,6
432,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_16891,2
433,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_16985,2
434,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_18399,10
435,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_21617,10
436,Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_21887,2
437,Wingnuts,33615004,Atlanta,GA,30329,eat_15572,6
438,Wingnuts,33615004,Atlanta,GA,30329,eat_20873,2
439,Wingnuts,33615004,Atlanta,GA,30329,eat_20993,2
440,Wingnuts,33615004,Atlanta,GA,30329,eat_24886,2
441,Shane's Rib Shack,43877059,Atlanta,GA,30339,ip_10300247805,8
442,Shane's Rib Shack,43877059,Atlanta,GA,30339,ip_10300252199,6
443,Shane's Rib Shack,43877059,Atlanta,GA,30339,ip_10312575806,8
444,Park Tavern,3001229,Atlanta,GA,30309,ip_10300205937,8
445,Park Tavern,3001229,Atlanta,GA,30309,ip_10300245598,8
446,Park Tavern,3001229,Atlanta,GA,30309,ip_10300372274,8
447,Park Tavern,3001229,Atlanta,GA,30309,ip_10300423030,10
448,Park Tavern,3001229,Atlanta,GA,30309,ip_10305454520,10
450,Wing Hua Restaurant Corp,7361619,Brooklyn,NY,11218,grub_1474097003,8
451,Wing Hing Restaurant,7375852,Brooklyn,NY,11226,grub_331852277,
452,Wing Hing Restaurant,7375852,Brooklyn,NY,11226,ip_10302767373,8
453,Bassett Caterers,7389362,Brooklyn,NY,11235,ip_10299835542,10
454,Bassett Caterers,7389362,Brooklyn,NY,11235,ip_10300135967,10
455,Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1772624162,10
